PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.053 uM,Activity at 0.263 uM,Activity at 1.320 uM,Activity at 6.580 uM,Activity at 32.90 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
522,49642778,155290,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001210851-01,,Activator,5.0119,92.5613,,Partial curve; high efficacy,-5.3,2.4064,0.9978,86.3939,-6.1674,2.1,0 0 0 0,86.2214,,-3.7784,-4.6502,53.1296,86.2214,QC'd by Asinex Ltd.
523,49642997,3132202,Active,86,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204096-01,,Activator,3.1623,112.258,,Complete curve; high efficacy,-5.5,4.9549,0.9976,115.078,2.8204,1.1,0 0 0 0,112.522,,5.9997,1.3506,114.165,112.522,QC'd by Asinex Ltd.
524,49643008,2876731,Active,87,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204083-01,,Activator,2.2387,120.827,,Complete curve; high efficacy,-5.65,4.9549,0.9508,115.181,-5.6456,1.1,0 0 0 0,96.5351,,-4.7046,2.1254,133.312,96.5351,QC'd by Asinex Ltd.
525,49643012,3129244,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204081-01,,Activator,4.4668,111.299,,Partial curve; high efficacy,-5.35,4.9549,0.9974,119.817,8.5186,2.1,0 0 0 1,-11.7112,,11.4856,6.0319,105.659,-11.7112,QC'd by Asinex Ltd.
526,49643013,9589758,Active,64,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001212332-01,,Activator,2.8184,77.1507,,Complete curve; partial efficacy,-5.55,2.9023,1,72.7471,-4.4036,1.2,1 0 0 0,72.4968,,30.9176,3.4606,66.8072,72.4968,QC'd by Asinex Ltd.
527,49643067,2877075,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204076-01,,Activator,7.0795,146.775,,Partial curve; high efficacy,-5.15,1.8265,0.9941,147.451,0.6757,2.1,0 0 0 0,136.529,,5.098,1.3829,73.134,136.529,QC'd by Asinex Ltd.
528,49643515,1176317,Active,63,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001207134-01,,Activator,3.5481,62.2643,,Complete curve; partial efficacy,-5.45,3.6272,0.9999,62.7113,0.447,1.2,1 0 0 0,62.7515,,44.6286,2.2218,56.361,62.7515,QC'd by Asinex Ltd.
529,49643595,2920952,Active,84,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001212827-01,,Activator,3.9811,94.5856,,Complete curve; high efficacy,-5.4,4.9549,0.9988,95.1083,0.5227,1.1,0 0 0 0,94.9185,,2.8548,-1.1426,87.5103,94.9185,QC'd by Asinex Ltd.
530,49643893,135443118,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204890-01,,Activator,5.0119,80.7182,,Partial curve; high efficacy,-5.3,2.7202,0.9999,81.2,0.4819,2.1,0 0 0 0,80.3846,,0.2032,2.9647,55.1632,80.3846,QC'd by Asinex Ltd.
531,49644544,3136126,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204647-01,,Activator,7.0795,113.52,,Partial curve; high efficacy,-5.15,1.6604,0.9998,107.799,-5.7204,2.1,0 0 0 0,99.2627,,-4.767,-0.1095,48.2522,99.2627,QC'd by Asinex Ltd.
532,49644997,2872206,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001209803-01,,Activator,1.122,90.0891,,Partial curve; high efficacy,-5.95,1.6259,1,90.3597,0.2706,2.1,0 0 0 1,-6.7396,,8.2738,51.1815,85.5679,-6.7396,QC'd by Asinex Ltd.
533,49645960,135400287,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204190-01,,Activator,12.5893,75.9176,,Partial curve; partial efficacy,-4.9,1.8579,0.9999,72.7721,-3.1456,2.2,0 0 0 0,61.7418,,-2.6703,-1.8513,14.361,61.7418,QC'd by Asinex Ltd.
534,49645961,3129253,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001204098-01,,Activator,3.1623,140.609,,Partial curve; high efficacy,-5.5,3.9295,1,142.609,1.9999,2.1,0 0 0 1,34.3372,,1.7164,6.4958,135.046,34.3372,QC'd by Asinex Ltd.
535,49673617,2708827,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001175597-01,,Activator,3.5481,114.524,,Partial curve; high efficacy,-5.45,2.9023,1,115.703,1.1793,2.1,0 0 0 1,-1.9321,,1.1944,6.8988,99.4016,-1.9321,QC'd by Enamine
536,49675227,6900758,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001175150-01,,Activator,10,61.5209,,Partial curve; partial efficacy,-5,3.9295,0.9978,70.0209,8.5,2.2,0 0 0 0,69.4677,,10.3261,7.0602,18.7705,69.4677,QC'd by Enamine
537,49675274,3538559,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001177390-01,,Activator,11.2202,82.4397,,Partial curve; high efficacy,-4.95,4.095,0.9991,84.1765,1.7368,2.1,0 0 0 0,82.9739,,3.1886,0.342,10.0805,82.9739,QC'd by Enamine
538,49677463,16807549,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001166957-01,,Activator,11.2202,80.3986,,Partial curve; partial efficacy,-4.95,4.095,0.9994,78.1776,-2.2211,2.2,0 0 0 0,77.4195,,-0.925,-3.0609,5.4822,77.4195,QC'd by Life Chemicals
539,49715235,16008764,Active,84,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000924792-01,,Activator,3.5481,86.5061,,Complete curve; high efficacy,-5.45,4.9549,0.9926,86.8902,0.3842,1.1,0 0 0 0,85.6906,,5.0969,-4.265,84.4051,85.6906,QC'd by Chem Div
540,49719330,24790903,Active,64,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001090870-01,,Activator,0.7079,52.9844,,Complete curve; partial efficacy,-6.15,4.5045,0.9005,53.1947,0.2104,1.2,0 0 0 0,63.7112,,0.8151,50.0776,42.7619,63.7112,QC'd by ChemBridge
541,49722263,22550802,Active,87,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001116821-01,,Activator,0.8913,89.1628,,Complete curve; high efficacy,-6.05,4.9549,1,87.0852,-2.0776,1.1,0 0 0 1,-8.0074,,-1.8357,75.6651,86.9114,-8.0074,QC'd by Chem Div
542,49722266,22551412,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001116827-01,,Activator,10,65.0887,,Partial curve; partial efficacy,-5,4.9549,0.9978,62.8796,-2.2091,2.2,0 0 0 0,62.644,,-0.4621,-4.0615,5.0249,62.644,QC'd by Chem Div
543,49724287,1370348,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001125755-01,,Activator,6.3096,81.4972,,Partial curve; partial efficacy,-5.2,1.6604,0.9971,80.1975,-1.2997,2.2,0 0 0 0,74.2569,,1.2596,2.2722,39.9971,74.2569,QC'd by ChemBridge
544,49724879,9725965,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001179760-01,,Activator,12.5893,113.637,,Partial curve; high efficacy,-4.9,4.095,0.9895,111.477,-2.1604,2.1,0 0 0 0,109.291,,-9.2064,4.59,5.2376,109.291,QC'd by Enamine
545,49727597,3164211,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001223138-01,,Activator,11.2202,115.484,,Partial curve; high efficacy,-4.95,4.5045,0.9943,112.294,-3.1897,2.1,0 0 0 0,111.403,,1.6471,-8.6613,6.8153,111.403,QC'd by Asinex Ltd.
546,49728381,3188691,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001223631-01,,Activator,15.8489,61.5969,,Partial curve; partial efficacy,-4.8,4.9549,0.996,65.8408,4.2438,2.2,0 0 0 0,64.2675,,6.3594,1.7059,5.0708,64.2675,QC'd by Asinex Ltd.
547,49729667,3148178,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001219759-01,,Activator,22.3872,63.0014,,Partial curve; partial efficacy,-4.65,4.9549,0.999,70.5014,7.5,2.2,0 0 0 0,62.2238,,6.5244,8.6447,7.5124,62.2238,QC'd by Asinex Ltd.
548,49732333,16012132,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001110471-01,,Activator,11.2202,81.2135,,Partial curve; partial efficacy,-4.95,2.0937,0.9999,81.1712,-0.0424,2.2,0 0 0 0,73.5235,,-0.1462,1.1422,19.5805,73.5235,QC'd by Chem Div
549,49737292,24794068,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001101387-01,,Activator,5.0119,65.6541,,Partial curve; partial efficacy,-5.3,2.7202,0.9994,63.3545,-2.2996,2.2,0 0 0 0,63.2749,,-1.4236,-1.517,41.6592,63.2749,QC'd by ChemBridge
550,49816810,8103,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001055374-01,,Activator,11.2202,82.3184,,Partial curve; high efficacy,-4.95,4.5045,0.9989,80.8829,-1.4355,2.1,0 0 0 0,80.4255,,-2.9946,0.1254,5.8587,80.4255,QC'd by RTI International for NIEHS National Toxicology Program
551,49817273,6884223,Active,87,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001075917-01,,Activator,0.3981,87.8432,,Complete curve; high efficacy,-6.4,4.9549,0.9097,76.9249,-10.9184,1.1,0 0 0 1,1.5006,,-1.4043,90.9277,62.7296,1.5006,QC'd by InterBioScreen
552,49818651,24817586,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001105071-01,,Activator,15.8489,93.6024,,Partial curve; high efficacy,-4.8,4.095,1,96.6728,3.0704,2.1,0 0 0 0,92.0693,,3.1411,2.7731,5.5873,92.0693,QC'd by ChemBridge
553,49820089,24818067,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001139223-01,,Activator,11.2202,92.3891,,Partial curve; high efficacy,-4.95,4.9549,0.9992,104.389,12,2.1,0 0 0 0,104.181,,10.7461,13.8122,17.9988,104.181,QC'd by InterBioScreen
554,49821830,6465210,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001162152-01,,Activator,3.5481,121.603,,Partial curve; high efficacy,-5.45,2.9023,1,122.644,1.0407,2.1,0 0 0 1,6.5294,,1.2944,7.382,105.364,6.5294,QC'd by ChemBridge
555,49822637,4967046,Active,63,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001158063-01,,Activator,3.9811,76.0407,,Complete curve; partial efficacy,-5.4,3.9295,0.9985,70.9782,-5.0624,1.2,0 0 0 0,71.4026,,-3.4488,-6.094,60.7355,71.4026,QC'd by InterBioScreen
556,49828349,24819961,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001031873-01,,Activator,6.3096,79.0941,,Partial curve; partial efficacy,-5.2,1.8265,0.9942,76.8907,-2.2033,2.2,0 0 0 0,72.4419,,0.4134,-1.507,40.5368,72.4419,QC'd by UrkORgSynthesis Ltd
557,49828866,6889838,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001139488-01,,Activator,5.0119,74.8546,,Partial curve; partial efficacy,-5.3,2.7202,0.9985,75.9823,1.1277,2.2,0 0 0 0,74.9773,,2.6697,1.2548,52.2267,74.9773,QC'd by InterBioScreen
558,49829270,16405646,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001141386-01,,Activator,6.3096,96.8296,,Partial curve; high efficacy,-5.2,1.8265,0.9945,93.1624,-3.6672,2.1,0 0 0 0,86.2615,,0.2537,-1.57,46.4383,86.2615,QC'd by InterBioScreen
559,51087105,24892192,Active,84,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001237809-01,,Activator,4.4668,78.5139,,Complete curve; high efficacy,-5.35,2.7202,0.9987,84.6712,6.1572,1.1,0 0 0 0,83.9992,,7.8288,7.1439,64.5953,83.9992,QC'd by Life Chemicals
560,51089060,16833702,Active,89,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001237974-01,,Activator,0.3981,102.243,,Complete curve; high efficacy,-6.4,4.9549,0.9561,92.0629,-10.1804,1.1,0 0 0 1,2.7575,,1.1748,102.979,80.8022,2.7575,QC'd by Life Chemicals
561,51089109,18575102,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001234384-01,,Activator,11.2202,134,,Partial curve; high efficacy,-4.95,3.6272,0.9906,141.547,7.5476,2.1,0 0 0 0,138.772,,14.9652,-0.0741,25.0502,138.772,QC'd by Life Chemicals
562,51090365,7150980,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001237796-01,,Activator,12.5893,67.8882,,Partial curve; partial efficacy,-4.9,2.9523,0.9927,73.1294,5.2412,2.2,0 0 0 0,69.5883,,2.0006,8.5548,13.5464,69.5883,QC'd by Life Chemicals
563,56322170,24981967,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001071653-01,,Activator,14.1254,114.027,,Partial curve; high efficacy,-4.85,4.095,0.9999,116.244,2.2171,2.1,0 0 0 0,112.64,,1.7843,3.1676,6.9507,112.64,QC'd by UrkORgSynthesis Ltd
564,56324012,16254151,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001079123-01,,Activator,11.2202,70.2824,,Partial curve; partial efficacy,-4.95,2.3531,0.9951,67.1262,-3.1563,2.2,0 0 0 0,61.8068,,-5.6527,0.0507,12.5009,61.8068,QC'd by UrkORgSynthesis Ltd
565,56463479,25102676,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002153103-01,,Activator,6.3096,148.111,,Partial curve; high efficacy,-5.2,1.6266,0.9892,143.152,-4.9589,2.1,0 0 0 0,131.816,,1.7105,-3.0089,76.085,131.816,QC'd by Richard A Houghten - Torrey Pines Institute for Molecular Studies - MLI PSL
566,57260036,9441134,Active,85,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002171113-01,,Activator,2.2387,92.3695,,Complete curve; high efficacy,-5.65,4.9549,0.9995,81.3423,-11.0271,1.1,0 0 0,80.2604,,,-4.8634,82.047,80.2604,QC'd by Enamine
567,57260859,2090567,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002156135-01,,Activator,7.0795,102.734,,Partial curve; high efficacy,-5.15,1.8851,0.9923,100.382,-2.3524,2.1,0 0 0 0,95.0587,,2.4397,-3.3435,46.4758,95.0587,QC'd by Enamine
568,57261326,9238203,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002163781-01,,Activator,2.2387,147.018,,Partial curve; high efficacy,-5.65,1.7885,1,151.385,4.3671,2.1,0 0 0 1,66.7927,,8.0186,45.3317,132.794,66.7927,QC'd by Enamine
569,57262047,4848262,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002166483-01,,Activator,4.4668,62.1171,,Partial curve; partial efficacy,-5.35,1.6924,1,63.1832,1.066,2.2,0 0 0 0,60.9324,,1.5927,8.155,42.1515,60.9324,QC'd by Enamine
570,57263347,7998858,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002163549-01,,Activator,5.0119,80.0789,,Partial curve; partial efficacy,-5.3,2.1876,0.9994,77.8765,-2.2023,2.2,0 0 0 0,77.4058,,-1.509,1.2153,48.2697,77.4058,QC'd by Enamine
571,57263917,4849818,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002170773-01,,Activator,10,147.327,,Partial curve; high efficacy,-5,3.9295,0.9987,146.309,-1.0188,2.1,0 0 0 0,145.148,,2.1191,-3.9553,22.9355,145.148,QC'd by Enamine
572,57264131,4785644,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002163301-01,,Activator,11.2202,109.623,,Partial curve; high efficacy,-4.95,2.3531,0.9952,107.524,-2.0994,2.1,0 0 0 0,99.5593,,-6.1543,2.7007,22.771,99.5593,QC'd by Enamine
573,57264528,16279496,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002159140-01,,Activator,10,82.6538,,Partial curve; high efficacy,-5,4.4495,0.9999,83.926,1.2721,2.1,0 0 0,83.2511,,,0.9724,12.7138,83.2511,QC'd by Enamine
574,57265370,2114546,Active,87,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002163040-01,,Activator,1.9953,110.312,,Complete curve; high efficacy,-5.7,4.9549,0.9807,110.312,0,1.1,0 0 0 0,99.9261,,0.9417,11.1668,120.166,99.9261,QC'd by Enamine
575,57646307,25243789,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00183340-01,,Activator,5.0119,77.8253,,Partial curve; partial efficacy,-5.3,2.1211,0.9999,73.7116,-4.1137,2.2,0 0 0 0,72.7071,,-4.11,0.5597,45.362,72.7071,QC'd by NCGCChem
576,85146362,44142246,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002402753-01,,Activator,3.5481,84.3605,,Partial curve; high efficacy,-5.45,1.7885,0.9998,85.1364,0.7759,2.1,0 0 0 0,83.9609,,1.7196,12.9532,63.3842,83.9609,QC'd by Gunda I Georg - Univ. of Minnesota - MLI PSL
577,85146722,44142579,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002391763-01,,Activator,7.0795,136.068,,Partial curve; high efficacy,-5.15,1.6604,0.9999,134.85,-1.2187,2.1,0 0 0 0,124.861,,-0.4932,6.3069,63.7984,124.861,QC'd by Richard C Larock - Iowa State Univ. - MLI PSL
578,85146836,44142692,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002391254-01,,Activator,12.5893,187.233,,Partial curve; high efficacy,-4.9,2.9523,0.9862,199.492,12.2585,2.1,0 0 0 0,188.913,,0.3196,25.1478,34.8831,188.913,QC'd by Paul W Baures - Univ. of Tulsa - MLI PSL
579,85146968,44142804,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002425430-01,,Activator,8.9125,69.1151,,Partial curve; partial efficacy,-5.05,2.7202,0.9943,66.8641,-2.251,2.2,0 0 0 0,64.9626,,0.902,-4.4023,18.036,64.9626,QC'd by Wei Zhang - Fluorous Technologies Inc. - MLI PSL
580,85146983,44142819,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002425446-01,,Activator,11.2202,124.697,,Partial curve; high efficacy,-4.95,2.0437,0.9999,122.682,-2.0151,2.1,0 0 0 0,109.93,,-1.6793,-0.4279,29.8642,109.93,QC'd by Wei Zhang - Fluorous Technologies Inc. - MLI PSL
581,85200552,44201674,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002320148-01,,Activator,3.5481,133.812,,Partial curve; high efficacy,-5.45,3.5722,1,136.211,2.3996,2.1,0 0 0 1,-13.2014,,2.7326,6.1111,122.713,-13.2014,QC'd by Stuart L Schreiber - Broad Institute of Harvard and MIT - MLI PSL
582,85200939,44202059,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002474421-01,,Activator,5.0119,120.145,,Partial curve; high efficacy,-5.3,1.6259,0.9999,121.284,1.1391,2.1,0 0 0 0,115.508,,1.5945,14.1447,74.1647,115.508,QC'd by Stuart L Schreiber - Broad Institute of Harvard and MIT - MLI CMLD
583,85200954,2471305,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002473334-01,,Activator,11.2202,62.4253,,Partial curve; partial efficacy,-4.95,4.095,0.9988,63.2499,0.8246,2.2,0 0 0 0,62.4999,,2.1641,-0.3272,7.2581,62.4999,QC'd by Gunda I Georg - Univ. of Minnesota - MLI PSL
584,85201355,44202439,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002473825-01,,Activator,10,152.719,,Partial curve; high efficacy,-5,3.5117,0.9998,149.453,-3.2668,2.1,0 0 0 0,147.389,,-2.9563,-4.6224,25.9447,147.389,QC'd by Stuart L Schreiber - Broad Institute of Harvard and MIT - MLI CMLD
585,85201376,44202460,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002473847-01,,Activator,11.2202,101.241,,Partial curve; high efficacy,-4.95,4.095,0.9991,100.04,-1.2007,2.1,0 0 0 0,98.659,,0.4461,-3.121,9.1904,98.659,QC'd by Stuart L Schreiber - Broad Institute of Harvard and MIT - MLI CMLD
586,85201716,44202798,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002474155-01,,Activator,11.2202,105.082,,Partial curve; high efficacy,-4.95,2.9023,0.9998,108.112,3.03,2.1,0 0 0 0,103.556,,2.5555,4.3521,21.3915,103.556,QC'd by Stuart L Schreiber - Broad Institute of Harvard and MIT - MLI CMLD
587,85201871,44202950,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002474300-01,,Activator,11.2202,148.885,,Partial curve; high efficacy,-4.95,4.095,0.9998,146.717,-2.1685,2.1,0 0 0 0,144.691,,-3.0381,-0.9674,12.5072,144.691,QC'd by Stuart L Schreiber - Broad Institute of Harvard and MIT - MLI CMLD
588,85239696,3235398,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00012821-02,,Activator,7.0795,125.297,,Partial curve; high efficacy,-5.15,1.6604,0.9996,123.583,-1.7141,2.1,0 0 0 0,114.429,,0.154,4.2317,57.4004,114.429,QC'd by NCGCChem
589,85239710,44142050,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00183225-01,,Activator,6.3096,134.857,,Partial curve; high efficacy,-5.2,1.7137,1,128.758,-6.0987,2.1,0 0 0 0,121.241,,-5.6108,2.8326,63.8773,121.241,QC'd by NCGCChem
590,85239722,44142057,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00183237-01,,Activator,6.3096,91.7928,,Partial curve; high efficacy,-5.2,1.6266,0.9987,87.2784,-4.5144,2.1,0 0 0 0,80.8134,,-3.4101,0.5075,44.6718,80.8134,QC'd by NCGCChem
591,85239729,44142065,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00183244-01,,Activator,6.3096,112.476,,Partial curve; high efficacy,-5.2,1.8265,0.9741,113.14,0.6635,2.1,0 0 0 0,108.371,,10.6126,-3.6478,59.1571,108.371,QC'd by NCGCChem
592,85239743,44223946,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00183258-01,,Activator,8.9125,78.2142,,Partial curve; partial efficacy,-5.05,1.2876,0.9999,73.6117,-4.6025,2.2,0 0 0 0,61.384,,-3.6266,2.0189,26.6848,61.384,QC'd by NCGCChem
593,85267980,2386197,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002245240-01,,Activator,4.4668,108.417,,Partial curve; high efficacy,-5.35,4.9549,0.9937,123.417,15,2.1,0 0 0 1,22.8362,,19.2894,10.8603,109.412,22.8362,QC'd by Enamine
594,85268063,3372555,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002245340-01,,Activator,10,63.714,,Partial curve; partial efficacy,-5,3.0654,0.993,67.2156,3.5017,2.2,0 0 0 0,65.7951,,6.7248,0.8119,17.5837,65.7951,QC'd by Enamine
595,85268195,4333683,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002246114-01,,Activator,3.1623,98.3458,,Partial curve; high efficacy,-5.5,3.132,1,100.415,2.0695,2.1,0 0 0 1,-4.9138,,2.1479,8.317,91.4529,-4.9138,QC'd by Enamine
596,85268384,4148772,Active,55,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002246458-01,,Activator,3.1623,291.725,,Partial curve; high efficacy,-5.5,3.2475,1,293.06,1.3346,2.1,0 0 0 1,11.5998,,1.4597,17.6367,268.37,11.5998,QC'd by Enamine
597,85268447,3665533,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002246531-01,,Activator,10,90.8144,,Partial curve; high efficacy,-5,2.8473,0.9999,91.0128,0.1984,2.1,0 0 0 0,88.1907,,0.5838,0.1747,20.6705,88.1907,QC'd by Enamine
598,85268713,2350919,Active,91,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002248086-01,,Activator,1.122,133.204,,Complete curve; high efficacy,-5.95,2.4064,0.9873,153.609,20.4051,1.1,0 0 0 0,144.976,,23.9755,99.9292,160.009,144.976,QC'd by Enamine
599,85268779,2572507,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002252587-01,,Activator,11.2202,201.972,,Partial curve; high efficacy,-4.95,4.5045,0.9985,199.13,-2.8423,2.1,0 0 0 0,197.55,,-6.6222,2.562,13.0471,197.55,QC'd by Enamine
600,85269266,9360064,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002251221-01,,Activator,2.5119,150.028,,Partial curve; high efficacy,-5.6,1.9282,1,158.379,8.3502,2.1,0 0 0 1,29.9229,,9.7368,42.142,138.201,29.9229,QC'd by Enamine
601,85269638,3957854,Active,52,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002252779-01,,Activator,2.8184,240.846,,Partial curve; high efficacy,-5.55,4.095,1,237.497,-3.3487,2.1,1 0 0 1,19.1314,,26.854,6.8893,230.133,19.1314,QC'd by Enamine
602,85270340,9166825,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002245089-01,,Activator,14.1254,228.35,,Partial curve; high efficacy,-4.85,4.095,0.9955,230.154,1.8033,2.1,0 0 0 0,223.017,,-7.1276,10.8519,11.0876,223.017,QC'd by Enamine
603,85271844,44246519,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS002276513-01,,Activator,4.4668,82.5604,,Partial curve; high efficacy,-5.35,4.9549,0.9999,95.167,12.6066,2.1,0 0 0 1,-2.5353,,13.1761,12.6864,84.8191,-2.5353,QC'd by NIH Chemical Genomics Center (NCGC)
604,85736313,44142071,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00183372-01,,Activator,10,114.955,,Partial curve; high efficacy,-5,3.6272,0.9988,111.629,-3.3259,2.1,0 0 0 0,110.088,,-1.1926,-5.6654,16.8925,110.088,QC'd by NCGCChem
605,87225682,44246513,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00183339-01,,Activator,5.6234,114.439,,Partial curve; high efficacy,-5.25,1.6266,0.9925,107.08,-7.3588,2.1,0 0 0 0,99.1485,,-2.1678,-3.1486,58.0575,99.1485,QC'd by NCGCChem
606,87334063,16060013,Active,62,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000517959-01,,Activator,3.9811,487.186,,Partial curve; high efficacy,-5.4,4.9549,1,496.163,8.9771,2.1,0 0 0 1,1.7007,,10.5547,10.5666,459.41,1.7007,QC'd by Paul R Hanson - Univ. of Kansas - MLI CMLD
